"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TRIP13",1.0174368421588,8.28512010363369,11.4671006244018,1.12197422737887e-28,3.9421031968218e-27,54.2403819341304
"ZNF236",-0.590768129289039,8.32622542471418,-11.4582454849949,1.2280291120888e-28,4.29682800319037e-27,54.1511652879934
"TGFBI",0.935554804796315,11.3594127441695,11.4571228908312,1.24216649880121e-28,4.32833429799224e-27,54.1398587768117
"EVL",-1.10283928997788,11.7319347728584,-11.455197666361,1.26678925966883e-28,4.4050311060443e-27,54.1204703307919
"LRRC37A",-0.640491408795341,8.41984916227212,-11.4501588659772,1.33355277542545e-28,4.62764764558647e-27,54.0697376588454
"EBP",0.653633736049322,9.5457319782685,11.4473635799995,1.37208569581833e-28,4.751586295683e-27,54.0416009624797
"ANKRD30A",-3.53870874051054,6.92199062581161,-11.4468988765479,1.3785979973421e-28,4.7643555789292e-27,54.0369238758429
"ABCC8",-2.60355528810376,5.68836693422166,-11.4466470500119,1.38213988647646e-28,4.76682805427925e-27,54.0343893857317
"PIR",1.01166081375609,7.47776967061878,11.4438155099067,1.42259268608823e-28,4.88635960303016e-27,54.0058944922973
"IGSF9B",-1.71358892917034,4.09173551622007,-11.4354544502168,1.54903672371958e-28,5.28836120354872e-27,53.9217853940335
"RGS5",-1.16638135883903,11.0477806555625,-11.4342812070981,1.56765093282476e-28,5.34109757213931e-27,53.9099867794169
"TSSK4",-0.860162849160898,3.33414854007324,-11.4273836735419,1.68166555699694e-28,5.69503807605489e-27,53.8406411052814
"TAPT1",-0.660490133229828,9.52910398752736,-11.4169896773679,1.86921686984604e-28,6.31750350900872e-27,53.7362036543458
"PDCD5",0.611677474435579,9.56150122168163,11.4118668600331,1.96915733041196e-28,6.6326907604392e-27,53.6847570934585
"CSAD",-1.04495661021554,8.57633160564149,-11.4072237875483,2.06431577913079e-28,6.90767571726998e-27,53.6381437310871
"ANKMY1",-0.670156165102786,7.87142264289575,-11.4056320110555,2.09797928651271e-28,7.00641993406672e-27,53.6221667020881
"THSD7B",-1.49807107655899,3.95558284473375,-11.3966101836356,2.29934266065126e-28,7.64860236131824e-27,53.5316448580145
"TMEM144",-0.871361093385923,8.70060037242199,-11.3925319518268,2.39655967534318e-28,7.95629506391e-27,53.4907433556478
"ATP6V1C2",1.18523553904172,6.33614642344623,11.3849455465403,2.58839492198742e-28,8.55946673712116e-27,53.4146874917119
"ANGPTL4",1.6285483445146,7.39395172575791,11.3743807523303,2.88120476272181e-28,9.49053092252019e-27,53.3088372553398
"RFC4",0.660928884360677,8.63648998043583,11.3732127041203,2.91553326474389e-28,9.58488664910441e-27,53.2971390419841
"EPB41L5",-0.748088257346311,9.13466571374245,-11.3693510479236,3.03194424388824e-28,9.92888148993693e-27,53.2584704297467
"TTC14",-0.676236871211991,9.44155075076052,-11.3638635371963,3.20535179242714e-28,1.04561427426081e-26,53.2035387173556
"XBP1",-1.2302743222704,14.7798822059432,-11.3631645014662,3.22813752974585e-28,1.05101427488733e-26,53.196542612968
"TUBB3",1.40053152049305,9.24357141558493,11.3625378835044,3.24869947328552e-28,1.05567084040386e-26,53.1902715628259
"CDH3",1.71979151880165,9.45913827903489,11.3617014336293,3.27634977118994e-28,1.06260844021381e-26,53.1819009768543
"AWAT2",1.0252922033646,0.780053920941667,11.349557950601,3.70513034895774e-28,1.19478056090196e-26,53.0604311465006
"BIRC5",1.29716379416696,8.24798387651762,11.3463022575624,3.82927321574248e-28,1.2324559691507e-26,53.0278818153035
"EFNA3",1.1826432157037,8.4009712317241,11.3419296706683,4.00252899037689e-28,1.28576478900393e-26,52.9841774563397
"FOSL1",1.36881037379907,5.22308677110626,11.3325707488943,4.39996720687328e-28,1.40807299703829e-26,52.8906778459299
"BYSL",0.591384672591827,9.02453988513829,11.3246809458544,4.76530196933235e-28,1.51922150685804e-26,52.8119015159606
"SLC7A8",-1.31806735633774,10.975713863916,-11.322399044904,4.87647434444746e-28,1.55173093998314e-26,52.7891255810208
"RCOR2",1.57607352583455,5.63346059231517,11.3057718989364,5.76817235936106e-28,1.82172709439371e-26,52.6232747366852
"HERC1",-0.598855213972909,10.5461099354449,-11.3017548460438,6.00684206603493e-28,1.88843445047368e-26,52.5832339984619
"ZNF695",1.40098837529523,5.26209828446528,11.3016536205775,6.012981321698e-28,1.88843445047368e-26,52.5822251560685
"DNAH1",-0.836952569932577,6.76560007776384,-11.2793143427654,7.53221445407546e-28,2.33942535484314e-26,52.3597559032199
"TTYH3",0.704339040163065,10.9095992090433,11.2735675997037,7.98116501310979e-28,2.47430786665619e-26,52.3025809703708
"GLIPR1L2",-1.17403353314226,4.33103858210762,-11.2715703332791,8.14334091289176e-28,2.51533781128058e-26,52.2827152296029
"KCND3",-1.9424947320787,4.76216020153853,-11.2590114907632,9.24080650819947e-28,2.84390879125518e-26,52.1578614167482
"CDC45",1.19423344144364,7.15417202308345,11.2570275638767,9.42712701767074e-28,2.89596533976352e-26,52.1381480273114
"CHD1",-0.642578270046016,10.1292030335387,-11.2469705430274,1.04306000863352e-27,3.19840128101897e-26,52.0382572237111
"TBC1D7",0.606314332413547,8.35006344385454,11.243380271831,1.08139583244468e-27,3.309934793862e-26,52.0026137662113
"ANXA2",0.609023100633381,13.6459109074834,11.2423603561395,1.09253919940568e-27,3.33798434745957e-26,51.992489862028
"SMOX",0.97177226326264,7.4175670337546,11.2362573003231,1.16164353525924e-27,3.54269768935752e-26,51.9319244436716
"CDK2AP1",0.690139499335165,11.4049093425807,11.230163900273,1.23496779789142e-27,3.75274448854755e-26,51.8714802180704
"MRPL15",0.624084805259475,9.90856421779436,11.228303271223,1.2582604192163e-27,3.81664783634585e-26,51.8530285349869
"RNF125",-0.784054196587588,7.67055734835898,-11.2208269775513,1.35633559980037e-27,4.09939066140381e-26,51.7789106807929
"SUSD3",-1.90494271005025,8.94852660925107,-11.2195890174832,1.37329257633938e-27,4.14012973043296e-26,51.7666415820231
"TMEM229B",-0.997242211779995,8.41283500897829,-11.2194851841609,1.37472436942927e-27,4.14012973043296e-26,51.7656125647108
"RDH10",1.28977819546616,9.05674013395376,11.2174430371564,1.40318751210201e-27,4.21831682559721e-26,51.7453758136175
"SUV39H2",0.660969785388867,7.74826845780199,11.2161999047012,1.42079992212736e-27,4.25734116825977e-26,51.7330583304572
"STK32B",-1.80083000540174,6.93181807931568,-11.2161706268189,1.42121736005351e-27,4.25734116825977e-26,51.7327682455274
"ADAM15",0.69683308189966,12.0436195651052,11.2112517569914,1.49310725630262e-27,4.45685909337055e-26,51.6840404593689
"ATP1B3",0.62319197523917,10.6985424705482,11.2105809414285,1.50318716057882e-27,4.47901969313812e-26,51.6773964431515
"NT5DC2",0.86390669146437,9.62207104277391,11.210212260807,1.50875583323745e-27,4.48768379674595e-26,51.6737450190502
"LYPD1",1.08434424747963,5.64681381608229,11.2084513592465,1.53563700831946e-27,4.55959826501895e-26,51.6563062788198
"MCF2L",-0.758662939752694,9.81007467393353,-11.2070368390193,1.55757457763753e-27,4.616607249887e-26,51.6422993938187
"IVD",-0.751706859821608,10.6757559100381,-11.1971089206017,1.72055520246665e-27,5.08181497190895e-26,51.5440295242204
"CHEK1",0.775827099288275,7.66648090927205,11.1924543717152,1.8026918154939e-27,5.31510445250081e-26,51.4979804657241
"KIF3A",-0.635242331560532,8.78811723133926,-11.1877228531778,1.89017801245031e-27,5.56332498777915e-26,51.451185125123
"ZNF703",-1.46592048692196,9.06527788985488,-11.1846498526376,1.94924369007079e-27,5.70729076962568e-26,51.4208009592912
"ZNF785",-0.585359173586269,7.999793413207,-11.1615972166211,2.45485050238494e-27,7.13811271081413e-26,51.1930753741374
"TPRG1",-2.31887659041509,7.56857558284709,-11.1576955946902,2.55247332328552e-27,7.40920182396046e-26,51.1545692463612
"SCN4A",-1.32691198684683,4.4379218416467,-11.1559490572077,2.59741366447328e-27,7.52669784387318e-26,51.1373355960241
"ACER2",-1.20509763263481,6.42091554011113,-11.1544398203609,2.63688036107945e-27,7.62795665344852e-26,51.1224451542447
"KRT16",2.78959650895564,6.11978482379568,11.1463948119905,2.8575260168797e-27,8.25208497854043e-26,51.0430978303322
"SPTBN4",-1.48804653057564,5.41605804675727,-11.1447196443288,2.90572670449101e-27,8.3769369010668e-26,51.0265813664598
"PFDN2",0.714440003066194,9.77974102716613,11.138944234559,3.07818105018601e-27,8.85896303948586e-26,50.9696529830551
"BAIAP2L1",0.678922890656379,9.64737231102996,11.119338804485,3.74300161947563e-27,1.07356670599416e-25,50.7765727086866
"NOSTRIN",-1.46588129290325,8.19687403983827,-11.1081011652859,4.18646242914843e-27,1.19264677141196e-25,50.6660202217925
"CHD6",-0.665727145630283,10.669424162437,-11.1059095108922,4.27884432596203e-27,1.21690909877487e-25,50.6444695217465
"CDCA5",1.02157666768336,8.74982027418909,11.1018525519832,4.45522634398352e-27,1.264939264163e-25,50.6045858737252
"SCEL",1.94673035414144,1.39406297378731,11.0980545805215,4.6268849175848e-27,1.3092686935414e-25,50.5672585865397
"DNAH5",-1.73058200149155,7.46491837457355,-11.0932338535333,4.85425842473761e-27,1.37130767727303e-25,50.519893750779
"GLCCI1",-0.779375156947554,8.69290958403463,-11.092276702009,4.90070638122167e-27,1.38211393176093e-25,50.5104914059022
"NAT1",-2.29953266857842,9.65339216260936,-11.0846512352832,5.28686345207481e-27,1.48300911149201e-25,50.435607050193
"CNGB1",1.06008478642623,0.875439231589989,11.0821043799674,5.42245281546341e-27,1.51657822110764e-25,50.4106051044833
"NBPF3",-0.777724693637849,7.3292658270421,-11.0667832921796,6.31413217824565e-27,1.75433013486183e-25,50.2602956311537
"LYPD6",-1.79677134464183,7.20685102862512,-11.0589557386005,6.82442926216979e-27,1.89299341293575e-25,50.1835649687666
"UPK2",1.30177154184562,2.19175471547952,11.0529624521232,7.24264555646743e-27,2.00570143365884e-25,50.1248435694798
"SIDT1",-1.53142581640557,8.95470194404919,-11.0513433844503,7.3599273850331e-27,2.03150859817649e-25,50.1089844247212
"KLK9",0.973954750454624,0.468748647354601,11.0509912247939,7.38568573458581e-27,2.03481597923408e-25,50.105535178795
"NEK10",-2.41904931047955,5.68327790043943,-11.0352032018352,8.63726319678649e-27,2.37243393833557e-25,49.9509866653023
"MYO5C",-0.860178580578779,10.2089373177495,-11.0339863695639,8.74204235034337e-27,2.39341792595034e-25,49.9390822843291
"WDR35",-0.618694961477248,9.04537096925155,-11.0289119004504,9.19277420976762e-27,2.51274128116258e-25,49.889449336661
"ULBP1",1.51769909098564,3.9127991481753,11.0168072056414,1.03632944412131e-26,2.82353733038866e-25,49.7711263323669
"PLOD2",0.982792261233667,10.2488716187476,11.0090394782765,1.11912001654612e-26,3.03928487585351e-25,49.6952505059255
"PNPLA7",-1.11883007110104,7.50478267376657,-11.0086832776093,1.1230701035573e-26,3.04510889011157e-25,49.6917721099056
"MTHFD1L",0.947481001831031,8.13987022960395,11.0056722825356,1.15701845432004e-26,3.13212138557101e-25,49.6623724409021
"KCNG1",2.09820944796382,4.14967073607333,10.9975917941092,1.25324442238968e-26,3.37635258523993e-25,49.5835047797565
"KIF12",-1.81199772504985,8.20358231991516,-10.9973582937556,1.25614009750032e-26,3.3787564185555e-25,49.5812264289115
"ZNF619",-0.777988464214435,6.29950634710644,-10.9903689375746,1.34596039557444e-26,3.61458950180938e-25,49.5130461596334
"RHBDL2",0.998643989914433,6.06025441706195,10.9839585828591,1.43393308186113e-26,3.84471882759745e-25,49.4505437770333
"PADI1",1.05664223344644,1.04479852903206,10.9717492567825,1.61757919533386e-26,4.33023383004851e-25,49.3315790527215
"WDFY3",-0.605970105084536,10.3348730645795,-10.9640353130848,1.745457214363e-26,4.6651562472634e-25,49.2564696303643
"CDC42EP1",0.829157595992394,10.262093400798,10.9566813687729,1.87669689446431e-26,5.00007790286581e-25,49.1849039749008
"ZNF484",-0.700871122718712,6.32535416622155,-10.9519014412012,1.96720694965348e-26,5.22594083261238e-25,49.1384077906242
"BMX",-1.39871020919205,3.49371580945577,-10.948415435073,2.03593657040518e-26,5.39875318551626e-25,49.1045080975569
"CLIC5",-1.04295034654263,6.51635325333289,-10.9457886957891,2.08929526943038e-26,5.53154862149816e-25,49.0789699374572
"ANKS1B",-1.12755122550042,6.49605280383746,-10.9449717570448,2.10617164012913e-26,5.5674897665796e-25,49.0710283266042
"RCC1",0.720127639567799,9.74642489641669,10.9421334643617,2.16586412206901e-26,5.70739037792092e-25,49.0434403749648
"EFHC1",-0.665626446881885,8.33726281236261,-10.9400661349881,2.21039680745177e-26,5.81565400275726e-25,49.0233496475447
"ZNF175",-0.810127687242249,7.07218205688185,-10.9304423993868,2.42996720654448e-26,6.38339516174029e-25,48.929863397788
"NAIP",-0.934591304838485,6.08237804208382,-10.9289568760133,2.46573727068391e-26,6.46728756921992e-25,48.9154385729571
"LSR",0.656319194087173,11.3050095165836,10.9285270373261,2.4761845742278e-26,6.48460447893663e-25,48.9112650124069
"ULK4",-0.852150992045114,6.40303045204502,-10.9273578817471,2.50482396985242e-26,6.54943507776141e-25,48.8999136338138
"IL20RB",1.04962783541947,3.72792309595453,10.9265265058635,2.5253890228302e-26,6.59298542879743e-25,48.891842351298
"SLC38A3",1.70451863280517,4.85953974493703,10.9229645684503,2.61541212209535e-26,6.8069329381386e-25,48.8572672922271
"MLPH",-1.87969350563971,11.7774948476065,-10.9121194555143,2.90959457465998e-26,7.53768241192636e-25,48.7520502695634
"C9orf64",-0.602695430917308,8.79911085067876,-10.9089338354962,3.00208901331526e-26,7.76537288490212e-25,48.721159632931
"PPP1R14C",2.18213347821022,4.97639686691591,10.9073034698334,3.05055004049657e-26,7.87864110765308e-25,48.7053528797835
"KRT75",1.9339368343407,2.07672822497364,10.9066222904442,3.07102673467968e-26,7.91939845265639e-25,48.6987492452566
"TSPAN7",-1.19341701677941,7.43090530316093,-10.9042194899958,3.14435215170312e-26,8.09610672343102e-25,48.675458089746
"ANLN",1.11923860794426,9.3154533876945,10.8998913969244,3.2808430585716e-26,8.38354820951667e-25,48.63351458771
"LRRC70",-0.848529950274289,5.0561017710936,-10.8996365430732,3.28906105277115e-26,8.39183277685105e-25,48.6310452094449
"KRT6C",2.21243290718748,3.06528735557795,10.894826669457,3.44804920727492e-26,8.78419182487786e-25,48.5844489726316
"VASN",0.926134379869186,8.60099053693417,10.8915993221226,3.55898153339518e-26,9.05312572559725e-25,48.5531927072579
"CDT1",1.04497892379913,7.90328567295141,10.8858814809736,3.76428698021644e-26,9.56094878333588e-25,48.4978343280076
"ICA1L",-0.958890828446476,6.28974795110543,-10.8818191474108,3.91725241947564e-26,9.93450557209876e-25,48.4585179417691
"PHLDA2",1.16363741751396,6.84027578135009,10.8795301380163,4.00614592643767e-26,1.01446923497554e-24,48.4363693561551
"TNXB",-1.43125824612462,8.31704820846944,-10.8714048073862,4.3381713988247e-26,1.09690045938798e-24,48.3577777675513
"CEP55",1.05713077016457,8.40590538979292,10.8706865621461,4.36880308906833e-26,1.10299197750206e-24,48.350832820357
"FOXM1",1.14196069285005,9.58062758046592,10.8687495800367,4.45248593679654e-26,1.12243909303548e-24,48.3321053077353
"TMEM189",0.604017325492627,9.78710440543148,10.8613906245784,4.78517526927395e-26,1.20092233506407e-24,48.2609799275957
"TPX2",1.04772666929023,10.2131099215772,10.8570565594099,4.99254049279045e-26,1.25110245781443e-24,48.2191082835824
"LRP8",1.12864912511824,6.93649975511357,10.8548127213035,5.10337796064281e-26,1.27698025676915e-24,48.1974356042709
"THSD1",-0.719189955823754,6.61263630348101,-10.852485500239,5.22091515606002e-26,1.304455320103e-24,48.1749612728969
"ABCA6",-1.39052685121931,6.03201295361406,-10.851803292607,5.25587688775479e-26,1.3112479839051e-24,48.1683738076552
"SLC4A8",-1.6335221917065,8.1969425995348,-10.8512294295804,5.28546609292368e-26,1.31668221059317e-24,48.1628327811195
"FSIP1",-2.24957989804651,6.79721063325549,-10.840301824373,5.88154172808559e-26,1.46085716118061e-24,48.0573635461502
"LEMD1",1.70262551811603,1.610362678564,10.8400152401306,5.89804085893181e-26,1.46280086891007e-24,48.054598665884
"IFRD1",0.713569220237762,9.08512716532801,10.8387550509791,5.97113897262647e-26,1.47875563543826e-24,48.0424414154554
"ASB16",-1.07909135094057,4.50713311098299,-10.835591989177,6.1586001470067e-26,1.52294415658751e-24,48.0119317442572
"MVD",0.870468601353785,8.52313850213417,10.8328231601127,6.32748508452166e-26,1.56241633895253e-24,47.9852304454067
"PSMG3",0.62551562467495,9.13685168178423,10.8299451281602,6.50790463441805e-26,1.60461712952427e-24,47.957481741116
"TFF3",-2.96229232386484,9.95161204644562,-10.8290597357031,6.56442897101212e-26,1.61619116198714e-24,47.948946348849
"KBTBD4",-0.597066339538374,8.73880012469486,-10.8162278831014,7.4405003430017e-26,1.82655077561461e-24,47.8253059870312
"GRPR",-2.5701017758165,5.7393653348068,-10.8018806487299,8.55801959624545e-26,2.09478955719419e-24,47.6872011049186
"DNMBP",-0.892288752131474,9.13911767981869,-10.7960755099427,9.05617069536219e-26,2.21351186633744e-24,47.6313625634193
"SMAD3",-0.626884464338817,10.090422568923,-10.7955842161089,9.09962767234884e-26,2.22091491597921e-24,47.6266379868408
"CKS2",0.773241134926264,9.16167508438624,10.7952546073412,9.12889889417306e-26,2.22181462564115e-24,47.623468366032
"CCNB1",0.782785356906935,9.79507877539754,10.7952460258042,9.12966223284506e-26,2.22181462564115e-24,47.6233858443135
"RALGPS2",-1.14335700613296,9.81421346023424,-10.7920147286315,9.42164059450792e-26,2.28956727127343e-24,47.5923167444451
"MAP3K1",-0.853566788800713,10.6327294638064,-10.7907533552635,9.53811653917966e-26,2.31453720047863e-24,47.5801905616159
"MELK",1.15851109083947,8.12539633228985,10.7861559761923,9.97486918028159e-26,2.41704265410128e-24,47.5360032344241
"CTSO",-0.602458219144353,9.93521175767393,-10.7847715827175,1.01102346518058e-25,2.44632865714066e-24,47.5227001625738
"CD300LG",-2.0015774812718,3.91026056394975,-10.7829517214705,1.02909576332585e-25,2.47938572121292e-24,47.505214594311
"FSCN1",0.96738375356983,10.216834133378,10.7767532787145,1.09308990152874e-25,2.62606284747609e-24,47.4456762713745
"MFSD2B",0.912329067628974,4.37898267194112,10.7763014264381,1.09790649093808e-25,2.63388235699441e-24,47.4413371209457
"DYNC2H1",-1.04246218188804,8.33214208855658,-10.7749462143705,1.11247929218958e-25,2.66505159982631e-24,47.4283238419207
"SPARCL1",-0.963973567069253,12.0798522723346,-10.7626209917838,1.25414509012232e-25,2.99591458143242e-24,47.310031543086
"SLC16A10",1.30524467323357,3.72329855122448,10.7604570014157,1.28080401414482e-25,3.05527011294943e-24,47.2892735113818
"MYO15B",-1.10900890568131,8.4759736399366,-10.7516729305642,1.39491725593955e-25,3.32277959342098e-24,47.2050463669357
"SYNPO2",-1.20232078681328,9.36202874067994,-10.75052510978,1.41055532225804e-25,3.34585309562332e-24,47.1940443620029
"AKAP9",-0.735853533747118,11.1885414313683,-10.7488549676683,1.4336208672912e-25,3.39314248683791e-24,47.1780375005484
"ZNF491",-0.677423797229045,5.42052622731218,-10.7487907185674,1.43451561999136e-25,3.39314248683791e-24,47.1774217679903
"MSLN",2.7155667045456,3.59393715909846,10.7437162433338,1.50696334029508e-25,3.55453660616455e-24,47.1287996220611
"NCCRP1",2.30114375890921,5.41069835197131,10.741775595723,1.53561976870128e-25,3.61707086580266e-24,47.1102096997266
"ZBTB26",-0.691363187885173,6.46882160178099,-10.7406716819415,1.55216129402101e-25,3.65093448028792e-24,47.0996362334741
"INPP5J",-1.46029489131432,8.58882595468143,-10.7377358975397,1.59701794947284e-25,3.75121277407513e-24,47.0715209932482
"SERPINB4",1.48438238363136,0.841756322897415,10.7364996248772,1.61629012425192e-25,3.79120068783153e-24,47.0596833517396
"ABCG1",-0.797302291153542,9.78977310765625,-10.7338034000222,1.65912577992819e-25,3.88627170534569e-24,47.0338700168221
"IFT140",-0.749526178023295,9.73211734815746,-10.7263681662506,1.78317793846306e-25,4.17105352734806e-24,46.9627125500543
"HJURP",1.04709433850931,7.85342724036449,10.72101116068,1.87822074934627e-25,4.38728434040509e-24,46.9114685466984
"SPOPL",-0.70787476207337,10.4211377478585,-10.7146532259341,1.99756517055154e-25,4.65316803886073e-24,46.8506761569584
"TUBA4A",1.07085774770491,9.2723131302253,10.7061049236922,2.16996622623915e-25,5.04779040076184e-24,46.7689852279413
"TTC23L",-1.1141185956454,3.69107947279991,-10.7022553058311,2.25235180882338e-25,5.23221945672264e-24,46.7322136326399
"EFCAB12",-1.45287223937367,4.7550285306302,-10.6957393460416,2.39893292234544e-25,5.54979475107763e-24,46.669996980925
"KIF20A",1.0756094177172,8.79713112649305,10.6935668927207,2.449878121279e-25,5.64442548024186e-24,46.6492603139341
"NEK5",-1.46656436583343,3.78393753807206,-10.6890819801977,2.55847295559501e-25,5.87056413552515e-24,46.6064611443477
"RRP1",0.674440088592648,9.20849811152526,10.6822556313494,2.73299780159801e-25,6.25400378886708e-24,46.5413451457453
"MAGEE1",-0.706691761182197,7.18567277755111,-10.6784544090601,2.83525057432933e-25,6.47920066884337e-24,46.5050998840574
"LY6D",2.40830194570341,2.7312086495878,10.6765838035473,2.88695482347172e-25,6.58842937724635e-24,46.4872671171107
"NDUFS5",0.585543241434577,11.0275468932853,10.6714451713624,3.0338545677669e-25,6.91431855207956e-24,46.4382925064214
"FREM1",-1.56809926118937,4.86116119436061,-10.6498769806554,3.73574961045415e-25,8.47959854378322e-24,46.2329372407303
"LPAR6",-0.642735850502048,9.11295770415205,-10.648857506208,3.77264913564919e-25,8.55184511730157e-24,46.2232387730912
"HGF",-1.14423869500986,5.26270619781803,-10.6477807766903,3.81201378049237e-25,8.62947817557098e-24,46.2129964267584
"TBX3",-1.23480044944005,10.5856788353958,-10.6342111252042,4.34447582877048e-25,9.74329585800721e-24,46.0839861671773
"MASP2",-0.914312493861321,3.74961876315309,-10.6319112368396,4.4417672906698e-25,9.93651827412565e-24,46.06213347366
"IGDCC3",-2.19279390753737,3.68205158129088,-10.6318960675857,4.4424161154407e-25,9.93651827412565e-24,46.0619893534543
"LCA5",-0.800538120658659,7.10447701672874,-10.6307622368412,4.49117992609372e-25,1.00322846958372e-23,46.0512175049962
"RAI2",-1.35168822504357,8.27072064856429,-10.619691908914,4.99610269883022e-25,1.11454063512925e-23,45.9460929110367
"C11orf86",1.31347459685306,0.841772885598364,10.6168602446506,5.13405948418748e-25,1.14234338495739e-23,45.9192172165534
"IKBKB",-0.667525301072763,10.526736594534,-10.616855783468,5.13427978534068e-25,1.14234338495739e-23,45.9191748793837
"MCM10",1.23214409603353,7.40136852240088,10.6103865882733,5.46381465183224e-25,1.21246360662041e-23,45.8577963081484
"PLIN2",0.841899213618483,9.90053212153785,10.6047738206835,5.76667402677111e-25,1.27798892853475e-23,45.8045674763001
"TFF1",-3.54839491796723,8.55605526001676,-10.6004168588606,6.01320566353425e-25,1.33087550545282e-23,45.7632635590631
"EXO1",1.12634501920013,7.60577468453099,10.5949929825278,6.33476596068348e-25,1.39837471108543e-23,45.7118641833783
"CST9",-2.86956667273921,3.55186168290958,-10.5936365675967,6.41781437471135e-25,1.41485541737918e-23,45.6990133867192
"IQCH",-0.858871569041993,5.69044076523699,-10.5925328807275,6.4861856509891e-25,1.42806163190511e-23,45.6885579246211
"ZFYVE28",-0.77046613674364,7.05550181001708,-10.5915748642469,6.54611860459152e-25,1.43937796957544e-23,45.6794831322559
"ZNF417",-0.621414977392393,7.56325209718696,-10.5901908505125,6.63367334429903e-25,1.45673048114067e-23,45.6663742429189
"B3GNT5",1.22865719519029,7.27444250935821,10.5839662778237,7.04203563479163e-25,1.5403882098672e-23,45.6074341480055
"SIGLEC8",-1.14017314070724,5.66437523965124,-10.5762086576088,7.58604585091547e-25,1.65295430588746e-23,45.5340163459975
"ASS1",1.41758282122609,10.2071239432769,10.5736651972967,7.77333106598507e-25,1.69157714100436e-23,45.5099544742328
"CASQ2",-1.3959230245412,4.18652161327321,-10.5620362085559,8.68977009467471e-25,1.87888426470114e-23,45.3999996062031
"UBE2S",0.886520088820024,8.5557305153056,10.5604283517797,8.82464186236462e-25,1.90560288103431e-23,45.3848045234859
"AURKA",0.975138935902562,8.61948491224431,10.5596373207952,8.89175615766086e-25,1.91764025062596e-23,45.3773295459925
"LRRC37A2",-0.808045964031066,6.8445921695322,-10.5582258498193,9.01277166398082e-25,1.94125662979612e-23,45.3639927273666
"MRPL14",0.588465812306081,9.75641145837036,10.5535754763454,9.42316152712131e-25,2.02706146881251e-23,45.3200619654683
"CRHBP",-0.957588326991089,2.59919910005137,-10.5529314511145,9.48143881455075e-25,2.03699956187769e-23,45.3139792577746
"ASTN2",-1.2102614595794,7.91787538256535,-10.5509746363231,9.66071238786971e-25,2.07287422928019e-23,45.2954992939854
"RUNDC3B",-0.972226156068254,4.71365014541008,-10.5507015856646,9.68599387819709e-25,2.07565802739255e-23,45.2929208480408
"CELSR1",-1.11627867512631,11.6829040707644,-10.5501834788865,9.73414547079195e-25,2.08332948432622e-23,45.2880284577774
"KIAA1324",-1.24821074833423,12.5656719978292,-10.5462009552399,1.01122882557526e-24,2.16151763540264e-23,45.2504285909094
"OPRK1",1.61904384554648,1.46917503135036,10.5444558724284,1.0282543881981e-24,2.19246995016274e-23,45.2339564541529
"LRIG1",-0.805007056967103,11.6590749887648,-10.5433714868093,1.0389769555456e-24,2.21241746910058e-23,45.2237218470614
"SLC11A1",0.971794704602435,6.58530386153989,10.5420416256427,1.05227839053003e-24,2.23791614833405e-23,45.2111715481684
"WWP1",-0.891164597145201,11.5566176101548,-10.5358075713587,1.11691973474279e-24,2.36941526118706e-23,45.1523557438781
"ARPC1B",0.665393392834131,11.3813494792574,10.5335813623144,1.1409456798517e-24,2.41734282546469e-23,45.1313590798767
"PLCD4",-0.93996997419307,7.13800699736491,-10.5322743310494,1.15528975902746e-24,2.44466270840629e-23,45.1190333622846
"SPAG4",0.986299830050763,5.76297318029514,10.5281562968002,1.20166363127149e-24,2.53642767727081e-23,45.0802069802609
"BACE2",1.01394574278004,10.0741498110195,10.5271856867921,1.21286005990296e-24,2.55686061378293e-23,45.0710574673453
"WDR93",-1.16435782507286,4.32517581894088,-10.5246606333017,1.24247496027348e-24,2.60950687484586e-23,45.047258054947
"BDP1",-0.6474561151103,9.76395058538602,-10.5231154644409,1.26095006749843e-24,2.64501528462201e-23,45.0326966069058
"AVPR2",-1.25666458900774,3.39621760551332,-10.5214034438812,1.28173861900015e-24,2.68528221235249e-23,45.0165647658174
"C1QL4",1.5025280292405,2.07962044039427,10.5195515215216,1.3046089549565e-24,2.7298052140622e-23,44.9991170327127
"RAET1G",1.07142968590234,2.63543846612254,10.5183038503237,1.32024490551663e-24,2.7590991736726e-23,44.9873635845006
"TRPV1",-0.664032298558277,7.40313434554051,-10.498603896869,1.59326263830332e-24,3.31733017222043e-23,44.8019315421833
"KPNA2",0.78195034902542,11.3957923355205,10.4978212665739,1.60519563263011e-24,3.33805478968025e-23,44.794570523457
"KSR2",-1.3503512673065,5.35553038174792,-10.4947820241767,1.65238259429388e-24,3.43194980945398e-23,44.7659891285951
"UBE2T",0.911854795846153,8.5117401749308,10.4921945286977,1.69363861260295e-24,3.50899449650477e-23,44.7416612284031
"CDCA2",1.09621850390697,6.97451747595836,10.491978174476,1.69713419465871e-24,3.51192247765878e-23,44.7396272608693
"PRICKLE4",-1.1325872000563,5.72576195890324,-10.4882049622649,1.75926096187319e-24,3.62713155525566e-23,44.7041603096154
"ITM2A",-1.14788958916054,8.09564797013086,-10.4877056911289,1.76764883063137e-24,3.6399752782171e-23,44.6994680895642
"TNFRSF12A",0.946504142045955,9.56787301996312,10.4742448457978,2.00937470583728e-24,4.1076490198722e-23,44.5730285157082
