StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
TCGA-A2-A3KD-01	92.5787018487965	-239.735091916259	-147.156390067463	0.834602056182096
TCGA-A2-A3XS-01	-30.8743632236616	189.236117416536	158.361754192875	0.809067341325838
TCGA-A2-A3XT-01	120.101887291209	1195.55510942582	1315.65699671703	0.698060989879779
TCGA-A2-A3XU-01	-1330.19641982222	-1103.26994844132	-2433.46636826354	0.969458640853531
TCGA-A2-A3XV-01	29.7176872208564	-72.1584146506537	-42.4407274297973	0.826036604919438
TCGA-A2-A3XW-01	486.863466854035	787.838091157112	1274.70155801115	0.702353016627613
TCGA-A2-A3XX-01	-76.9360928605432	180.59008600164	103.653993141097	0.813760835217602
TCGA-A2-A3XY-01	990.627209192052	950.552441936661	1941.17965112871	0.629466531245222
TCGA-A2-A3XZ-01	-122.426987891182	1343.80077626039	1221.37378836921	0.707903564368298
TCGA-A2-A3Y0-01	-537.911950449209	852.724259099726	314.812308650517	0.795358216023993
TCGA-A2-A4RW-01	596.608003180375	-74.9538665286646	521.654136651711	0.776590869821477
TCGA-A2-A4RX-01	962.946176869779	224.404905397145	1187.35108226692	0.711422127193713
TCGA-A2-A4RY-01	778.629256687355	183.941861381822	962.571118069176	0.734218494368799
TCGA-A2-A4S0-01	-638.124962730605	-715.482959207033	-1353.60792193764	0.918592059715492
TCGA-A2-A4S1-01	1468.20673527802	1482.64879311833	2950.85552839634	0.507824690047287
TCGA-A2-A4S2-01	552.713516168744	764.581219094497	1317.29473526324	0.697888833370543
TCGA-A2-A4S3-01	-162.922377472529	378.500280949184	215.577903476656	0.804102834131208
TCGA-A7-A0CD-01	-68.7252449437576	-732.940711717766	-801.665956661524	0.883594740606714
TCGA-A7-A0CE-01	-522.456970887062	-579.945093890828	-1102.40206477789	0.903398020733849
TCGA-A7-A0CG-01	1131.82911443224	839.029843657676	1970.85895808991	0.626075387078286
TCGA-A7-A0CH-01	239.578607876317	-494.876869501348	-255.298261625031	0.843240769139355
TCGA-A7-A0CJ-01	-564.260866042351	-528.0889579351	-1092.34982397745	0.902764316222549
TCGA-A7-A0D9-01	-5.56779716647047	-906.32004547291	-911.88784263938	0.891054757301267
TCGA-A7-A0DA-01	321.913413110974	-520.831713828466	-198.918300717492	0.838763335281508
TCGA-A7-A0DB-01	746.245878910051	218.015563977249	964.261442887301	0.734050019762826
TCGA-A7-A0DC-01	-1670.32722757382	-1606.60958224062	-3276.93680981444	0.992325445747014
TCGA-A7-A13D-01	-136.329551945684	-739.495332719	-875.824884664684	0.888639529996968
TCGA-A7-A13E-01	-317.406073233229	-875.48924420821	-1192.89531744144	0.909014097744468
TCGA-A7-A13F-01	-39.8360754579177	-273.419740685782	-313.2558161437	0.84778328450033
TCGA-A7-A13G-01	-295.839138391326	-854.947912779159	-1150.78705117049	0.906420721017808
TCGA-A7-A13H-01	635.621499177411	1037.8279844173	1673.44948359471	0.659509577509048
TCGA-A7-A26E-01	794.751288732361	-257.030900265239	537.720388467122	0.775102945378855
TCGA-A7-A26F-01	958.729771760916	725.714231617329	1684.44400337825	0.658295580812113
TCGA-A7-A26G-01	1545.35570190436	815.800741313874	2361.15644321823	0.58039913955518
TCGA-A7-A26H-01	899.655157326129	289.650897468922	1189.30605479505	0.711220427354451
TCGA-A7-A26I-01	783.231316237511	-68.904563290584	714.326752946927	0.758464802205389
TCGA-A7-A26J-01	660.422829809141	-88.563186578971	571.85964323017	0.771926945415164
TCGA-A7-A2KD-01	774.498769675862	556.904276102485	1331.40304577835	0.696404120658183
TCGA-A7-A3IY-01	762.821577884147	926.110405779499	1688.93198366365	0.657799532474614
TCGA-A7-A3IZ-01	-521.171591885907	-547.991221324756	-1069.16281321066	0.901295087510584
TCGA-A7-A3J0-01	-795.456777531664	-134.462210949786	-929.918988481451	0.892252989519203
TCGA-A7-A3J1-01	818.001963893153	1195.2368547191	2013.23881861225	0.621212501229451
TCGA-A7-A3RF-01	-385.134651644529	-913.225538913678	-1298.36019055821	0.915356867104109
TCGA-A7-A425-01	687.09302560058	436.052556612739	1123.14558221332	0.718013728197933
TCGA-A7-A426-01	603.568118544297	-53.4200952095642	550.148023334733	0.7739490423486
TCGA-A7-A4SA-01	697.512811696987	1056.35827242796	1753.87108412494	0.650590088844881
TCGA-A7-A4SB-01	56.7450811698447	-788.975439912105	-732.23035874226	0.878776339964519
TCGA-A7-A4SC-01	666.069841219235	110.036810700197	776.106651919432	0.752523580014785
TCGA-A7-A4SD-01	349.199783198709	828.320690627525	1177.52047382623	0.712435489499597
TCGA-A7-A4SE-01	614.849547922383	-143.063353128926	471.786194793457	0.781181683491847
TCGA-A7-A4SF-01	-307.142400020561	-189.392628537818	-496.535028558379	0.861742727188349
TCGA-A7-A56D-01	721.301642408012	555.242078888285	1276.5437212963	0.702160506606468
TCGA-A7-A5ZV-01	-434.563484859909	83.5143937131318	-351.049091146778	0.850712361169195
TCGA-A7-A5ZW-01	1177.26998837952	167.001507258368	1344.27149563789	0.695047282147844
TCGA-A7-A5ZX-01	672.890770258516	-512.413049038026	160.477721220491	0.808884758072859
TCGA-A7-A6VV-01	804.481693111959	490.995786519852	1295.47747963181	0.700178915021513
TCGA-A7-A6VW-01	-242.634554842803	272.520474694209	29.8859198514061	0.820006410347474
TCGA-A7-A6VX-01	472.034554439336	-298.480868680298	173.553685759037	0.80775472453668
TCGA-A7-A6VY-01	402.594094818271	928.503652638758	1331.09774745703	0.696436280899973
TCGA-A8-A06O-01	339.676738713189	-66.4667503082742	273.209988404915	0.799044898930183
TCGA-A8-A06P-01	1212.70426869851	11.6261026879157	1224.33037138643	0.707596965148881
TCGA-A8-A06Q-01	-1161.11497621491	-884.513475617966	-2045.62845183288	0.953933195122097
TCGA-A8-A06R-01	951.328022223323	448.338974622696	1399.66699684602	0.689178172132611
TCGA-A8-A06T-01	182.094763138431	-64.8177575940634	117.277005544368	0.812596983441864
TCGA-A8-A06U-01	-246.237245525634	100.609676181589	-145.627569344045	0.834478416434134
TCGA-A8-A06X-01	125.72094320554	13.1009800770357	138.821923282576	0.810749709987627
TCGA-A8-A06Y-01	-947.059179143729	-917.138889051922	-1864.19806819565	0.945605796443204
TCGA-A8-A06Z-01	-769.198657498175	-578.04755459202	-1347.2462120902	0.91822260492483
TCGA-A8-A075-01	475.098660497117	468.016402886131	943.115063383248	0.736154421545352
TCGA-A8-A076-01	727.78867424658	68.8006097876953	796.589284034276	0.75054013082484
TCGA-A8-A079-01	-427.540401362364	-244.034737286905	-671.575138649269	0.874492521850638
TCGA-A8-A07B-01	511.971560892195	-417.271863684871	94.6996972073241	0.814524053503783
TCGA-A8-A07C-01	-39.4353707469232	296.148422802976	256.713052056053	0.800498568740009
TCGA-A8-A07E-01	1311.11444131375	276.134894548679	1587.24933586243	0.668967877829007
TCGA-A8-A07F-01	321.867055856176	14.188291305499	336.055347161675	0.793464268393604
TCGA-A8-A07G-01	1092.66902335004	20.7723685483436	1113.44139189838	0.719004466577452
TCGA-A8-A07I-01	932.720953522613	322.24377594318	1254.96472946579	0.704412332075068
TCGA-A8-A07J-01	1648.87800226441	1074.68415808074	2723.56216034515	0.5362785312271
TCGA-A8-A07L-01	88.9014722986283	-833.748291596697	-744.846819298069	0.879658645731939
TCGA-A8-A07O-01	-411.490111637247	213.459711390417	-198.030400246829	0.838692362073328
TCGA-A8-A07P-01	367.7742638785	-55.2501240775289	312.524139800971	0.795561759317512
TCGA-A8-A07R-01	-784.337096631747	-653.542978158461	-1437.88007479021	0.923410434301007
TCGA-A8-A07S-01	35.6941853154238	-250.974920579878	-215.280735264454	0.840068694093054
TCGA-A8-A07U-01	730.251830230134	1860.13951819298	2590.39134842311	0.55267427812601
TCGA-A8-A07W-01	258.706458398042	99.5437883656293	358.250246763672	0.791477215347225
TCGA-A8-A07Z-01	-430.038496985902	101.145979891641	-328.892517094261	0.848998338834758
TCGA-A8-A082-01	177.900346724698	-82.0549182576729	95.8454284670253	0.814426475724053
TCGA-A8-A085-01	174.444523876142	-1062.60613681443	-888.161612938284	0.889468557493933
TCGA-A8-A086-01	773.329874156476	-385.848188634325	387.481685522151	0.788847384008951
TCGA-A8-A08B-01	-681.05307556336	46.1123864932299	-634.94068907013	0.871871587177063
TCGA-A8-A08C-01	-175.698082030858	-517.480735794155	-693.178817825014	0.876026263065517
TCGA-A8-A08G-01	278.134398958101	-9.42490515656628	268.709493801535	0.799441936670186
TCGA-A8-A08I-01	-48.4954526674665	1710.61507684595	1662.11962417849	0.660758804694719
TCGA-A8-A08J-01	561.031762958331	-87.4608856257873	473.570877332544	0.781018107400008
TCGA-A8-A08L-01	-13.0490420004101	486.614118165036	473.565076164626	0.781018639196186
TCGA-A8-A08O-01	358.333836333801	-876.272949897727	-517.939113563926	0.863332485645627
TCGA-A8-A08P-01	902.8059561844	1258.16479804327	2160.97075422767	0.604074232809918
TCGA-A8-A08T-01	250.662025477522	-382.742227942247	-132.080202464725	0.833380969821611
TCGA-A8-A08X-01	1001.58432230613	794.18722931083	1795.77155161695	0.645906942296519
TCGA-A8-A08Z-01	1469.42626336339	712.227568752481	2181.65383211587	0.601651950311605
TCGA-A8-A091-01	92.4555114599058	-352.531180943003	-260.075669483097	0.843617518626061
TCGA-A8-A092-01	34.7227353563699	-283.859420371584	-249.136685015215	0.842754250918674
TCGA-A8-A093-01	542.417358462619	-774.498045179534	-232.080686716915	0.841403914744406
TCGA-A8-A095-01	138.448318737351	-318.729884538195	-180.281565800844	0.837270644108999
TCGA-A8-A097-01	837.237746416917	110.290762432275	947.528508849192	0.735715798403881
TCGA-A8-A099-01	124.077432482786	-144.607199891071	-20.5297674082844	0.824219590177269
TCGA-A8-A09A-01	765.131938684386	-3.92001669234584	761.21192199204	0.753961650031544
TCGA-A8-A09B-01	324.722282969532	-403.14640880739	-78.4241258378578	0.829002059802874
TCGA-A8-A09C-01	30.3793329780804	-820.816487987364	-790.437155009284	0.882821739975036
TCGA-A8-A09D-01	1423.41627631894	480.077895940003	1903.49417225894	0.633755232665337
TCGA-A8-A09I-01	325.679200137482	590.199540100194	915.878740237676	0.738854415851473
TCGA-A8-A09M-01	85.9801366725213	643.803922949231	729.784059621753	0.756984142478753
TCGA-A8-A09N-01	186.74282959018	-284.459095910783	-97.7162663206028	0.830582440083764
TCGA-A8-A09Q-01	754.142452166411	935.354345125401	1689.49679729181	0.657737084417406
TCGA-A8-A09R-01	685.071674012571	547.197546813288	1232.26922082586	0.706773043043675
TCGA-A8-A09T-01	382.779232291463	-161.804720620149	220.974511671314	0.803631650814624
TCGA-A8-A09V-01	560.965967022721	-716.571683974565	-155.605716951843	0.835284617211023
TCGA-A8-A09X-01	948.886180078722	1204.03272762644	2152.91890770516	0.605015714011886
TCGA-A8-A0A1-01	1080.27420334034	1224.30511968713	2304.57932302747	0.587141965108594
TCGA-A8-A0A2-01	622.827925558415	159.276304245833	782.104229804248	0.751943504124656
TCGA-A8-A0A4-01	516.983669043046	-672.725458003937	-155.741788960891	0.83529559899096
TCGA-A8-A0A6-01	559.908015819514	1216.12996774293	1776.03798356245	0.64811558560006
TCGA-A8-A0A9-01	389.996834607636	-64.0988973212348	325.897937286401	0.794370827685951
TCGA-A8-A0AB-01	-284.349030014447	-1169.0700776992	-1453.41910771365	0.924283491823626
TCGA-A8-A0AD-01	868.83974727881	403.536370620933	1272.37611789974	0.702595956780483
TCGA-AC-A23C-01	644.727068126207	305.221765793539	949.948833919745	0.735475127199956
TCGA-AC-A23E-01	1573.89668574417	276.360290401308	1850.25697614548	0.639780678394958
TCGA-AC-A23G-01	1701.80856348414	542.078736402791	2243.88729988693	0.594330169314731
TCGA-AC-A23H-01	45.2870732835229	-630.428859513272	-585.14178622975	0.868268413829464
TCGA-AC-A2B8-01	1202.23859280222	623.704533146868	1825.94312594909	0.642519572961768
TCGA-AC-A2BK-01	-1449.79812860669	-1110.55451744343	-2560.35264605012	0.973858203753263
TCGA-AC-A2BM-01	-43.7238872409312	209.740405197491	166.016517956559	0.808406455141721
TCGA-AC-A2FB-01	790.181694351583	1924.89706049666	2715.07875484824	0.537329170403825
TCGA-AC-A2FE-01	1035.96707998982	1530.18634729274	2566.15342728256	0.555635873071493
TCGA-AC-A2FF-01	1597.84793808252	845.892589718564	2443.74052780108	0.570485088102211
TCGA-AC-A2FG-01	241.409955702485	-404.129598103377	-162.719642400892	0.835858304380878
TCGA-AC-A2FK-01	363.466258634048	1.47863277914931	364.944891413198	0.790876210683496
TCGA-AC-A2FM-01	-231.278097123509	-945.249512146903	-1176.52760927041	0.908010158923012
TCGA-AC-A2FO-01	1050.17442802009	1031.95902035432	2082.13344837442	0.61325595024139
TCGA-AC-A2QH-01	531.738586234942	-371.985086973393	159.753499261549	0.808947258757916
TCGA-AC-A2QI-01	872.846140890448	482.290918786761	1355.13705967721	0.693899694995405
TCGA-AC-A2QJ-01	1184.26221091563	1619.55499863318	2803.81720954881	0.52629831461081
TCGA-AC-A3BB-01	1188.96660960444	1243.49129695972	2432.45790656417	0.571844520781602
TCGA-AC-A3EH-01	90.6270221907066	-183.136626713464	-92.509604522757	0.830156574668613
TCGA-AC-A3HN-01	1367.63142661457	710.502861586542	2078.13428820111	0.613719530560028
TCGA-AC-A3OD-01	554.198840124762	1312.32030869167	1866.51914881643	0.637944234937871
TCGA-AC-A3QP-01	944.357077601249	780.017370330134	1724.37444793138	0.653872129061685
TCGA-AC-A3QQ-01	137.728261775001	373.490978629056	511.219240404057	0.777554951171692
TCGA-AC-A3TM-01	54.8758224979337	231.681385802622	286.557208300556	0.797865345001025
TCGA-AC-A3TN-01	-43.8540841401785	-370.515369411931	-414.36945355211	0.855561128345678
TCGA-AC-A3W5-01	1351.89832127937	1276.59504260451	2628.49336388388	0.54800452209502
TCGA-AC-A3W6-01	1451.56957628692	1071.24987149148	2522.81944777839	0.560913233814026
TCGA-AC-A3W7-01	476.934660829814	-340.523122157739	136.411538672075	0.810956780921464
TCGA-AC-A3YI-01	1059.21828744622	210.776550982744	1269.99483842896	0.702844645667705
TCGA-AC-A3YJ-01	-481.668320965479	281.726491533933	-199.941829431547	0.83884513208405
TCGA-AC-A4ZE-01	-177.93813141725	-517.450457900131	-695.388589317381	0.876182648187798
TCGA-AC-A5EH-01	883.61535531424	345.338484507937	1228.95383982218	0.707117241888566
TCGA-AC-A5XS-01	656.148737787223	1020.54563668911	1676.69437447633	0.659151460552459
TCGA-AC-A5XU-01	396.543272149775	-487.403456520659	-90.8601843708842	0.830021563468402
TCGA-AC-A62V-01	82.5462798591443	-286.78418269604	-204.237902836896	0.83918825255584
TCGA-AC-A62X-01	-1014.25353847129	-703.81224526715	-1718.06578373844	0.938410619848368
TCGA-AC-A62Y-01	478.305512876955	732.620043405266	1210.92555628222	0.708985983012499
TCGA-AC-A6IV-01	1705.06790190089	1314.90327687713	3019.97117877802	0.499058865534312
TCGA-AC-A6IW-01	-215.92582851608	1927.51290965099	1711.58708113491	0.655291152148863
TCGA-AC-A6IX-01	1055.64568144691	345.33635197387	1400.98203342078	0.689038289783423
TCGA-AC-A6NO-01	-222.842440821422	-685.691133187902	-908.533574009324	0.890831165648226
TCGA-AC-A7VB-01	-1048.15450971208	-1298.6267959809	-2346.78130569298	0.966259532437759
TCGA-AC-A8OP-01	380.331170788417	-211.947194286421	168.383976501995	0.808201850162867
TCGA-AC-A8OQ-01	807.12860277318	920.479128693999	1727.60773146718	0.653512964219397
TCGA-AC-A8OR-01	-1124.30562530153	-218.554437454261	-1342.8600627558	0.917967413978547
TCGA-AC-A8OS-01	1052.26990147415	555.800352513791	1608.07025398794	0.666693058631698
TCGA-AN-A04A-01	833.985816094911	-354.136452412649	479.849363682262	0.780442223275945
TCGA-AN-A04C-01	-486.654791550255	-158.082675591893	-644.737467142148	0.872574949853286
TCGA-AN-A04D-01	-1211.76719276966	-1237.47901812039	-2449.24621089005	0.970024122952249
TCGA-AN-A0AJ-01	162.948108014371	776.966441091657	939.914549106028	0.736472306227594
TCGA-AN-A0AK-01	-580.399445825744	-304.517397268167	-884.916843093911	0.889250791718423
TCGA-AN-A0AL-01	691.141735162981	646.309086635932	1337.45082179891	0.695766757438748
TCGA-AN-A0FD-01	856.063317657079	42.6272346980709	898.69055235515	0.740552241931642
TCGA-AN-A0FF-01	451.573482781916	470.20570072967	921.779183511585	0.738270493041282
TCGA-AN-A0FJ-01	66.8824601373688	-514.487796771788	-447.605336634419	0.85807661848402
TCGA-AN-A0FK-01	-117.074808691391	-487.333958447613	-604.408767139004	0.869667979350582
TCGA-AN-A0FL-01	-767.565078977778	-736.386755269726	-1503.9518342475	0.92708939317893
TCGA-AN-A0FN-01	2026.07600186448	1625.20031933908	3651.27632120356	0.416729104009329
TCGA-AN-A0FS-01	816.218732249251	-525.940382367482	290.278349881769	0.797535944820024
TCGA-AN-A0FT-01	615.705757362272	51.1174596105645	666.823216972836	0.762990707234
TCGA-AN-A0XL-01	1039.69137385932	-373.087627626897	666.603746232424	0.763011531409098
TCGA-AN-A0XO-01	171.638853108841	-1124.29163302902	-952.652779920176	0.893754819418233
TCGA-AN-A0XV-01	712.536464459021	7.73046179703613	720.266926256058	0.757896252877133
TCGA-AN-A0XW-01	1482.5924753024	1249.14367951515	2731.73615481755	0.535265424814217
TCGA-AO-A03L-01	623.965798574067	121.799891509342	745.765690083409	0.755449160126006
TCGA-AO-A03M-01	177.087622586116	933.531812439974	1110.61943502609	0.719292297362576
TCGA-AO-A03N-01	288.817268561046	-511.483521217222	-222.666252656176	0.840656307414521
TCGA-AO-A03O-01	-323.940578757832	332.320083232826	8.37950447499395	0.821809182271158
TCGA-AO-A03P-01	-49.6021128764024	-533.309904474963	-582.912017351365	0.86810599343916
TCGA-AO-A03R-01	-119.490162243181	593.390880648757	473.900718405575	0.780987869760208
TCGA-AO-A03T-01	-427.686107928125	27.5681214330872	-400.117986495038	0.854476250750705
TCGA-AO-A03U-01	1002.42316345446	1553.37575157332	2555.79891502778	0.556898933306153
TCGA-AO-A03V-01	-146.361738918524	-481.821077744777	-628.182816663301	0.871385352735764
TCGA-AO-A0J2-01	-416.707327248412	499.407777169272	82.7004499208594	0.815544601279503
TCGA-AO-A0J3-01	-1127.40433781193	-867.626093272046	-1995.03043108397	0.951678602062182
TCGA-AO-A0J4-01	50.9245069467099	825.662172075959	876.586679022669	0.742728702112964
TCGA-AO-A0J5-01	1245.99430159223	-192.053786951725	1053.9405146405	0.725047169929764
TCGA-AO-A0J6-01	-825.96039256847	751.249653680511	-74.7107388879591	0.828697101908863
