Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM519379	0.0101350519595271	0.00337476328086842	0.0633224997172023	0.0187301787626818	0	0.107706181964114	0.00048110507274174	0.151279339728183	0	0.0867077180831943	0	0	0	0.229461265417316	0.1242497595533	0.121924796241513	0.0332759987298526	0	0.0398819741913413	0	0.00204952636568996	0.00741984093247445	0	0.516188647202127	0.858787034829932
GSM519380	0.00537998894524324	0.0279446212115058	0.0265423991435613	0.0737157219424943	0	0.0322499756816232	0.0438937518577213	0.047831315727177	0.0164244531454292	0.0172515255818096	0.0587111566072396	0	0	0.291228411146493	0.230284542451939	0.069502858364217	0.0260694032573252	0	0	0.0329698749362217	0	0	0	0.568289838915724	0.822883012505477
GSM519381	0.0409580266566804	0.0128994798776526	0	0.0301142821388567	0	0.192577382433688	0.0179385690260654	0.107442440909274	0	0.146689502805109	0.00494003281481136	0	0	0.0816905386826823	0.231061357063942	0.0855202309512813	0	0.0113472694904288	0.035322566433134	0	0	0.00149832071639447	0	0.611398246638971	0.795643233234684
GSM519382	0	0.00587993328307674	0.0231646947728216	0.00195531678644338	0	0.219782873498416	0	0.104026048903033	0	0.00489778530452221	0.0161652910689349	0	0	0.137352241431118	0.159121119180106	0.151983338302238	0.0747256597300832	0	0.0877454830650466	0	0	0.0132002146741591	0	0.485218754809675	0.87491064984603
GSM519383	0.0564619593736212	0.0394198192412532	0.028139749220631	0.0247295888798813	0	0.0541326323663642	0	0.121123450679694	0.0211738199062297	0.0604836319787931	0.0376499109832475	0	0	0.246060030469745	0.0491108237634352	0.0809032697420629	0.096585627424746	0	0.0357174880873484	0.041015688002799	0.00729250988014851	0	0.122	0.104802036397653	1.04132375377711
GSM519384	0.0148150830863268	0	0.0124673056763824	0.0878206400086104	0	0	0.149624579193826	0.109528557331189	0	0.0685617763524976	0.0546918797331907	0.00979247884205489	0	0.0970638000112866	0.187059927137488	0.134462874373981	0.026107730247577	0	0.0425867443060358	0	0	0.00541662369955404	0	0.689281382669938	0.758104650933261
GSM519385	0.0553284508222405	0	0.0517956683256827	0.0264892273366261	0	0.14392703688545	0.0738317824701406	0.0989333331541849	0	0.149513334187649	0.021312572961755	0	0	0.0895691048237778	0.15431328605838	0.0613578927536112	0.0458786708545625	0	0.0146638558835717	0.0103653683060503	0.00272041517631813	0	0	0.578564613123571	0.82449880959271
GSM519386	0.0231326490938697	0.00192217341816442	0.0029757366980562	0	0	0.132138117759669	0	0.121562855485727	0.00225786661367509	0.0615649065808937	0	0.01836352030616	0.00322952266549393	0.0768372650294078	0.172913079815969	0.118615479669516	0.120121868344978	0	0.128835006717904	0	0	0.0155299518005168	0.107	0.111432456866371	1.04285624712089
GSM519387	0.041158116456346	0	0.0779882643829093	0.0592598013959654	0.0081339390115134	0.0925758303518964	0.0537164206869556	0.127041731295857	0	0.12918544449521	0	0	0	0.0660068672809647	0.206551317687735	0.0327052941070847	0.0304026109370256	0	0.0642963261754174	0	0.00228118928901988	0.00869684644609996	0	0.532352454893128	0.847320068441921
GSM519388	0.0598800792756062	0.0270350181473992	0.000338193535883244	0.0524302242948919	0.00681315011993676	0.0897531184879753	0.0703762827919815	0.129412705434027	0	0.133896404467575	0.0242863570192189	0	0	0.0921666810859062	0.218944820320042	0.0400183646088065	0.0315988741846566	0	0.0188242392356533	0.00422548699044044	0	0	0	0.691264764049666	0.745656524520807
GSM519389	0	0.0528828651995489	0.0250968942587591	0	0.0405206994924626	0.093158430985679	0.0245994569009382	0.0914827036307878	0.0217702840194948	0.0304219111486591	0.0160271213224574	0	0.047291272076365	0.274356294455677	0.0391341644801846	0.0953102591402866	0.0930853422063326	0	0.019460376714253	0	0.0101852708964746	0.0252166530716401	0.001	0.397621663058994	0.917546244580642
GSM519390	0.0155369093202962	0	0.0554793932095314	0.116660251031712	0	0.0489229138030526	0	0.162923390084406	0	0.196852329165378	0	0	0	0.0789907485404308	0.0696343321062244	0.134780876662251	0.0351178915035097	0	0.0596843004743084	0.00663247204549727	0	0.018784192053402	0.032	0.167233756517886	1.02213365919349
GSM519391	0.0546072682999402	0	0.0499410729375629	0.0406901424362436	0	0.188460803793014	0.0198456661666215	0.078986237259037	0.015876975831509	0.176544282692624	0	0	0	0.0855089360121063	0.125609575128442	0.0819341908947926	0.0336980546729099	0	0.0198836893581436	0.0239105590200165	0.00450254549703691	0	0	0.569046066733193	0.829875124837531
